img,label
D:/study/iris/CASIA-Iris-Thousand\182\R\S5182R04.jpg,182
D:/study/iris/CASIA-Iris-Thousand\985\R\S5985R07.jpg,985
D:/study/iris/CASIA-Iris-Thousand\092\R\S5092R09.jpg,92
D:/study/iris/CASIA-Iris-Thousand\871\L\S5871L08.jpg,871
D:/study/iris/CASIA-Iris-Thousand\475\R\S5475R00.jpg,475
D:/study/iris/CASIA-Iris-Thousand\350\L\S5350L00.jpg,350
D:/study/iris/CASIA-Iris-Thousand\188\L\S5188L07.jpg,188
D:/study/iris/CASIA-Iris-Thousand\130\R\S5130R04.jpg,130
D:/study/iris/CASIA-Iris-Thousand\296\L\S5296L02.jpg,296
D:/study/iris/CASIA-Iris-Thousand\868\L\S5868L00.jpg,868
D:/study/iris/CASIA-Iris-Thousand\250\L\S5250L07.jpg,250
D:/study/iris/CASIA-Iris-Thousand\792\L\S5792L05.jpg,792
D:/study/iris/CASIA-Iris-Thousand\411\R\S5411R03.jpg,411
D:/study/iris/CASIA-Iris-Thousand\758\L\S5758L00.jpg,758
D:/study/iris/CASIA-Iris-Thousand\421\L\S5421L09.jpg,421
D:/study/iris/CASIA-Iris-Thousand\586\R\S5586R04.jpg,586
D:/study/iris/CASIA-Iris-Thousand\060\R\S5060R07.jpg,60
D:/study/iris/CASIA-Iris-Thousand\814\R\S5814R05.jpg,814
D:/study/iris/CASIA-Iris-Thousand\885\R\S5885R00.jpg,885
D:/study/iris/CASIA-Iris-Thousand\314\R\S5314R05.jpg,314
D:/study/iris/CASIA-Iris-Thousand\978\R\S5978R06.jpg,978
D:/study/iris/CASIA-Iris-Thousand\537\R\S5537R09.jpg,537
D:/study/iris/CASIA-Iris-Thousand\727\L\S5727L07.jpg,727
D:/study/iris/CASIA-Iris-Thousand\834\L\S5834L01.jpg,834
D:/study/iris/CASIA-Iris-Thousand\340\L\S5340L01.jpg,340
D:/study/iris/CASIA-Iris-Thousand\889\L\S5889L05.jpg,889
D:/study/iris/CASIA-Iris-Thousand\461\R\S5461R00.jpg,461
D:/study/iris/CASIA-Iris-Thousand\160\L\S5160L03.jpg,160
D:/study/iris/CASIA-Iris-Thousand\383\L\S5383L09.jpg,383
D:/study/iris/CASIA-Iris-Thousand\275\L\S5275L03.jpg,275
D:/study/iris/CASIA-Iris-Thousand\367\R\S5367R07.jpg,367
D:/study/iris/CASIA-Iris-Thousand\478\L\S5478L06.jpg,478
D:/study/iris/CASIA-Iris-Thousand\293\R\S5293R08.jpg,293
D:/study/iris/CASIA-Iris-Thousand\902\R\S5902R03.jpg,902
D:/study/iris/CASIA-Iris-Thousand\973\R\S5973R05.jpg,973
D:/study/iris/CASIA-Iris-Thousand\930\L\S5930L05.jpg,930
D:/study/iris/CASIA-Iris-Thousand\555\R\S5555R00.jpg,555
D:/study/iris/CASIA-Iris-Thousand\602\R\S5602R05.jpg,602
D:/study/iris/CASIA-Iris-Thousand\259\R\S5259R09.jpg,259
D:/study/iris/CASIA-Iris-Thousand\358\L\S5358L05.jpg,358
D:/study/iris/CASIA-Iris-Thousand\480\L\S5480L01.jpg,480
D:/study/iris/CASIA-Iris-Thousand\960\R\S5960R02.jpg,960
D:/study/iris/CASIA-Iris-Thousand\890\L\S5890L02.jpg,890
D:/study/iris/CASIA-Iris-Thousand\712\R\S5712R07.jpg,712
D:/study/iris/CASIA-Iris-Thousand\924\R\S5924R02.jpg,924
D:/study/iris/CASIA-Iris-Thousand\323\R\S5323R06.jpg,323
D:/study/iris/CASIA-Iris-Thousand\316\R\S5316R09.jpg,316
D:/study/iris/CASIA-Iris-Thousand\518\R\S5518R07.jpg,518
D:/study/iris/CASIA-Iris-Thousand\849\L\S5849L09.jpg,849
D:/study/iris/CASIA-Iris-Thousand\716\L\S5716L08.jpg,716
D:/study/iris/CASIA-Iris-Thousand\987\R\S5987R01.jpg,987
D:/study/iris/CASIA-Iris-Thousand\821\R\S5821R00.jpg,821
D:/study/iris/CASIA-Iris-Thousand\310\R\S5310R03.jpg,310
D:/study/iris/CASIA-Iris-Thousand\036\R\S5036R06.jpg,36
D:/study/iris/CASIA-Iris-Thousand\587\L\S5587L00.jpg,587
D:/study/iris/CASIA-Iris-Thousand\969\L\S5969L00.jpg,969
D:/study/iris/CASIA-Iris-Thousand\927\R\S5927R01.jpg,927
D:/study/iris/CASIA-Iris-Thousand\638\R\S5638R00.jpg,638
D:/study/iris/CASIA-Iris-Thousand\116\R\S5116R06.jpg,116
D:/study/iris/CASIA-Iris-Thousand\340\R\S5340R04.jpg,340
D:/study/iris/CASIA-Iris-Thousand\949\R\S5949R02.jpg,949
D:/study/iris/CASIA-Iris-Thousand\903\L\S5903L05.jpg,903
D:/study/iris/CASIA-Iris-Thousand\248\L\S5248L04.jpg,248
D:/study/iris/CASIA-Iris-Thousand\919\R\S5919R06.jpg,919
D:/study/iris/CASIA-Iris-Thousand\921\R\S5921R02.jpg,921
D:/study/iris/CASIA-Iris-Thousand\441\L\S5441L08.jpg,441
D:/study/iris/CASIA-Iris-Thousand\649\R\S5649R06.jpg,649
D:/study/iris/CASIA-Iris-Thousand\744\R\S5744R01.jpg,744
D:/study/iris/CASIA-Iris-Thousand\035\R\S5035R02.jpg,35
D:/study/iris/CASIA-Iris-Thousand\739\L\S5739L03.jpg,739
D:/study/iris/CASIA-Iris-Thousand\223\R\S5223R05.jpg,223
D:/study/iris/CASIA-Iris-Thousand\091\R\S5091R08.jpg,91
D:/study/iris/CASIA-Iris-Thousand\837\L\S5837L07.jpg,837
D:/study/iris/CASIA-Iris-Thousand\593\R\S5593R05.jpg,593
D:/study/iris/CASIA-Iris-Thousand\763\R\S5763R08.jpg,763
D:/study/iris/CASIA-Iris-Thousand\840\R\S5840R07.jpg,840
D:/study/iris/CASIA-Iris-Thousand\040\R\S5040R05.jpg,40
D:/study/iris/CASIA-Iris-Thousand\562\R\S5562R08.jpg,562
D:/study/iris/CASIA-Iris-Thousand\537\R\S5537R05.jpg,537
D:/study/iris/CASIA-Iris-Thousand\345\R\S5345R04.jpg,345
D:/study/iris/CASIA-Iris-Thousand\875\L\S5875L01.jpg,875
D:/study/iris/CASIA-Iris-Thousand\244\L\S5244L05.jpg,244
D:/study/iris/CASIA-Iris-Thousand\190\R\S5190R02.jpg,190
D:/study/iris/CASIA-Iris-Thousand\550\R\S5550R03.jpg,550
D:/study/iris/CASIA-Iris-Thousand\043\R\S5043R05.jpg,43
D:/study/iris/CASIA-Iris-Thousand\055\L\S5055L06.jpg,55
D:/study/iris/CASIA-Iris-Thousand\917\R\S5917R05.jpg,917
D:/study/iris/CASIA-Iris-Thousand\227\L\S5227L06.jpg,227
D:/study/iris/CASIA-Iris-Thousand\003\R\S5003R00.jpg,3
D:/study/iris/CASIA-Iris-Thousand\369\L\S5369L06.jpg,369
D:/study/iris/CASIA-Iris-Thousand\614\L\S5614L05.jpg,614
D:/study/iris/CASIA-Iris-Thousand\003\L\S5003L04.jpg,3
D:/study/iris/CASIA-Iris-Thousand\772\R\S5772R05.jpg,772
D:/study/iris/CASIA-Iris-Thousand\106\R\S5106R07.jpg,106
D:/study/iris/CASIA-Iris-Thousand\408\L\S5408L03.jpg,408
D:/study/iris/CASIA-Iris-Thousand\763\R\S5763R06.jpg,763
D:/study/iris/CASIA-Iris-Thousand\598\L\S5598L04.jpg,598
D:/study/iris/CASIA-Iris-Thousand\696\R\S5696R05.jpg,696
D:/study/iris/CASIA-Iris-Thousand\244\R\S5244R01.jpg,244
D:/study/iris/CASIA-Iris-Thousand\546\R\S5546R09.jpg,546
D:/study/iris/CASIA-Iris-Thousand\141\L\S5141L08.jpg,141
D:/study/iris/CASIA-Iris-Thousand\372\L\S5372L04.jpg,372
D:/study/iris/CASIA-Iris-Thousand\235\R\S5235R09.jpg,235
D:/study/iris/CASIA-Iris-Thousand\624\R\S5624R09.jpg,624
D:/study/iris/CASIA-Iris-Thousand\678\L\S5678L00.jpg,678
D:/study/iris/CASIA-Iris-Thousand\209\R\S5209R08.jpg,209
D:/study/iris/CASIA-Iris-Thousand\459\R\S5459R05.jpg,459
D:/study/iris/CASIA-Iris-Thousand\681\L\S5681L04.jpg,681
D:/study/iris/CASIA-Iris-Thousand\238\L\S5238L00.jpg,238
D:/study/iris/CASIA-Iris-Thousand\520\R\S5520R06.jpg,520
D:/study/iris/CASIA-Iris-Thousand\887\R\S5887R08.jpg,887
D:/study/iris/CASIA-Iris-Thousand\558\R\S5558R01.jpg,558
D:/study/iris/CASIA-Iris-Thousand\807\L\S5807L03.jpg,807
D:/study/iris/CASIA-Iris-Thousand\136\L\S5136L04.jpg,136
D:/study/iris/CASIA-Iris-Thousand\820\L\S5820L01.jpg,820
D:/study/iris/CASIA-Iris-Thousand\968\R\S5968R08.jpg,968
D:/study/iris/CASIA-Iris-Thousand\162\L\S5162L03.jpg,162
D:/study/iris/CASIA-Iris-Thousand\762\R\S5762R05.jpg,762
D:/study/iris/CASIA-Iris-Thousand\568\L\S5568L06.jpg,568
D:/study/iris/CASIA-Iris-Thousand\778\R\S5778R04.jpg,778
D:/study/iris/CASIA-Iris-Thousand\709\R\S5709R05.jpg,709
D:/study/iris/CASIA-Iris-Thousand\785\R\S5785R06.jpg,785
D:/study/iris/CASIA-Iris-Thousand\809\R\S5809R01.jpg,809
D:/study/iris/CASIA-Iris-Thousand\725\L\S5725L02.jpg,725
D:/study/iris/CASIA-Iris-Thousand\612\L\S5612L01.jpg,612
D:/study/iris/CASIA-Iris-Thousand\081\L\S5081L07.jpg,81
D:/study/iris/CASIA-Iris-Thousand\612\L\S5612L07.jpg,612
D:/study/iris/CASIA-Iris-Thousand\809\L\S5809L01.jpg,809
D:/study/iris/CASIA-Iris-Thousand\463\L\S5463L08.jpg,463
D:/study/iris/CASIA-Iris-Thousand\838\L\S5838L06.jpg,838
D:/study/iris/CASIA-Iris-Thousand\288\L\S5288L07.jpg,288
D:/study/iris/CASIA-Iris-Thousand\618\L\S5618L03.jpg,618
D:/study/iris/CASIA-Iris-Thousand\608\R\S5608R05.jpg,608
D:/study/iris/CASIA-Iris-Thousand\232\R\S5232R02.jpg,232
D:/study/iris/CASIA-Iris-Thousand\510\R\S5510R00.jpg,510
D:/study/iris/CASIA-Iris-Thousand\083\L\S5083L00.jpg,83
D:/study/iris/CASIA-Iris-Thousand\707\R\S5707R05.jpg,707
D:/study/iris/CASIA-Iris-Thousand\778\R\S5778R00.jpg,778
D:/study/iris/CASIA-Iris-Thousand\694\L\S5694L04.jpg,694
D:/study/iris/CASIA-Iris-Thousand\947\L\S5947L07.jpg,947
D:/study/iris/CASIA-Iris-Thousand\159\L\S5159L01.jpg,159
D:/study/iris/CASIA-Iris-Thousand\954\R\S5954R04.jpg,954
D:/study/iris/CASIA-Iris-Thousand\525\R\S5525R03.jpg,525
D:/study/iris/CASIA-Iris-Thousand\134\L\S5134L06.jpg,134
D:/study/iris/CASIA-Iris-Thousand\539\R\S5539R04.jpg,539
D:/study/iris/CASIA-Iris-Thousand\792\L\S5792L06.jpg,792
D:/study/iris/CASIA-Iris-Thousand\213\L\S5213L07.jpg,213
D:/study/iris/CASIA-Iris-Thousand\886\L\S5886L03.jpg,886
D:/study/iris/CASIA-Iris-Thousand\336\R\S5336R04.jpg,336
D:/study/iris/CASIA-Iris-Thousand\173\L\S5173L02.jpg,173
D:/study/iris/CASIA-Iris-Thousand\497\R\S5497R02.jpg,497
D:/study/iris/CASIA-Iris-Thousand\211\R\S5211R09.jpg,211
D:/study/iris/CASIA-Iris-Thousand\311\R\S5311R09.jpg,311
D:/study/iris/CASIA-Iris-Thousand\776\R\S5776R03.jpg,776
D:/study/iris/CASIA-Iris-Thousand\863\R\S5863R00.jpg,863
D:/study/iris/CASIA-Iris-Thousand\760\L\S5760L01.jpg,760
D:/study/iris/CASIA-Iris-Thousand\077\L\S5077L00.jpg,77
D:/study/iris/CASIA-Iris-Thousand\622\L\S5622L04.jpg,622
D:/study/iris/CASIA-Iris-Thousand\029\L\S5029L06.jpg,29
D:/study/iris/CASIA-Iris-Thousand\143\R\S5143R06.jpg,143
D:/study/iris/CASIA-Iris-Thousand\318\R\S5318R04.jpg,318
D:/study/iris/CASIA-Iris-Thousand\766\R\S5766R04.jpg,766
D:/study/iris/CASIA-Iris-Thousand\548\L\S5548L04.jpg,548
D:/study/iris/CASIA-Iris-Thousand\850\R\S5850R04.jpg,850
D:/study/iris/CASIA-Iris-Thousand\061\L\S5061L01.jpg,61
D:/study/iris/CASIA-Iris-Thousand\960\R\S5960R06.jpg,960
D:/study/iris/CASIA-Iris-Thousand\114\L\S5114L03.jpg,114
D:/study/iris/CASIA-Iris-Thousand\894\L\S5894L03.jpg,894
D:/study/iris/CASIA-Iris-Thousand\664\R\S5664R09.jpg,664
D:/study/iris/CASIA-Iris-Thousand\034\L\S5034L08.jpg,34
D:/study/iris/CASIA-Iris-Thousand\960\L\S5960L06.jpg,960
D:/study/iris/CASIA-Iris-Thousand\983\L\S5983L09.jpg,983
D:/study/iris/CASIA-Iris-Thousand\280\L\S5280L02.jpg,280
D:/study/iris/CASIA-Iris-Thousand\319\L\S5319L03.jpg,319
D:/study/iris/CASIA-Iris-Thousand\384\R\S5384R07.jpg,384
D:/study/iris/CASIA-Iris-Thousand\306\L\S5306L07.jpg,306
D:/study/iris/CASIA-Iris-Thousand\114\R\S5114R04.jpg,114
D:/study/iris/CASIA-Iris-Thousand\973\R\S5973R07.jpg,973
D:/study/iris/CASIA-Iris-Thousand\382\L\S5382L03.jpg,382
D:/study/iris/CASIA-Iris-Thousand\081\L\S5081L08.jpg,81
D:/study/iris/CASIA-Iris-Thousand\591\L\S5591L02.jpg,591
D:/study/iris/CASIA-Iris-Thousand\538\R\S5538R02.jpg,538
D:/study/iris/CASIA-Iris-Thousand\289\R\S5289R03.jpg,289
D:/study/iris/CASIA-Iris-Thousand\178\R\S5178R05.jpg,178
D:/study/iris/CASIA-Iris-Thousand\204\L\S5204L05.jpg,204
D:/study/iris/CASIA-Iris-Thousand\104\L\S5104L00.jpg,104
D:/study/iris/CASIA-Iris-Thousand\114\R\S5114R08.jpg,114
D:/study/iris/CASIA-Iris-Thousand\652\L\S5652L08.jpg,652
D:/study/iris/CASIA-Iris-Thousand\939\L\S5939L09.jpg,939
D:/study/iris/CASIA-Iris-Thousand\182\R\S5182R05.jpg,182
D:/study/iris/CASIA-Iris-Thousand\394\L\S5394L03.jpg,394
D:/study/iris/CASIA-Iris-Thousand\434\R\S5434R00.jpg,434
D:/study/iris/CASIA-Iris-Thousand\958\R\S5958R07.jpg,958
D:/study/iris/CASIA-Iris-Thousand\409\L\S5409L08.jpg,409
D:/study/iris/CASIA-Iris-Thousand\114\L\S5114L06.jpg,114
D:/study/iris/CASIA-Iris-Thousand\658\R\S5658R01.jpg,658
D:/study/iris/CASIA-Iris-Thousand\712\L\S5712L03.jpg,712
D:/study/iris/CASIA-Iris-Thousand\045\L\S5045L03.jpg,45
D:/study/iris/CASIA-Iris-Thousand\069\L\S5069L05.jpg,69
D:/study/iris/CASIA-Iris-Thousand\983\L\S5983L04.jpg,983
D:/study/iris/CASIA-Iris-Thousand\607\L\S5607L08.jpg,607
D:/study/iris/CASIA-Iris-Thousand\302\R\S5302R02.jpg,302
D:/study/iris/CASIA-Iris-Thousand\594\L\S5594L06.jpg,594
D:/study/iris/CASIA-Iris-Thousand\077\L\S5077L08.jpg,77
D:/study/iris/CASIA-Iris-Thousand\422\L\S5422L05.jpg,422
D:/study/iris/CASIA-Iris-Thousand\927\R\S5927R07.jpg,927
D:/study/iris/CASIA-Iris-Thousand\529\R\S5529R07.jpg,529
D:/study/iris/CASIA-Iris-Thousand\326\L\S5326L03.jpg,326
D:/study/iris/CASIA-Iris-Thousand\144\R\S5144R02.jpg,144
D:/study/iris/CASIA-Iris-Thousand\045\R\S5045R05.jpg,45
D:/study/iris/CASIA-Iris-Thousand\800\L\S5800L05.jpg,800
D:/study/iris/CASIA-Iris-Thousand\452\L\S5452L09.jpg,452
D:/study/iris/CASIA-Iris-Thousand\425\R\S5425R07.jpg,425
D:/study/iris/CASIA-Iris-Thousand\692\L\S5692L03.jpg,692
D:/study/iris/CASIA-Iris-Thousand\664\L\S5664L09.jpg,664
D:/study/iris/CASIA-Iris-Thousand\327\R\S5327R04.jpg,327
D:/study/iris/CASIA-Iris-Thousand\594\R\S5594R05.jpg,594
D:/study/iris/CASIA-Iris-Thousand\424\R\S5424R09.jpg,424
D:/study/iris/CASIA-Iris-Thousand\334\R\S5334R05.jpg,334
D:/study/iris/CASIA-Iris-Thousand\808\R\S5808R00.jpg,808
D:/study/iris/CASIA-Iris-Thousand\588\L\S5588L09.jpg,588
D:/study/iris/CASIA-Iris-Thousand\972\L\S5972L08.jpg,972
D:/study/iris/CASIA-Iris-Thousand\562\R\S5562R07.jpg,562
D:/study/iris/CASIA-Iris-Thousand\305\R\S5305R01.jpg,305
D:/study/iris/CASIA-Iris-Thousand\989\L\S5989L05.jpg,989
D:/study/iris/CASIA-Iris-Thousand\756\L\S5756L04.jpg,756
D:/study/iris/CASIA-Iris-Thousand\082\L\S5082L00.jpg,82
D:/study/iris/CASIA-Iris-Thousand\867\L\S5867L01.jpg,867
D:/study/iris/CASIA-Iris-Thousand\944\L\S5944L01.jpg,944
D:/study/iris/CASIA-Iris-Thousand\081\R\S5081R02.jpg,81
D:/study/iris/CASIA-Iris-Thousand\581\R\S5581R07.jpg,581
D:/study/iris/CASIA-Iris-Thousand\656\R\S5656R04.jpg,656
D:/study/iris/CASIA-Iris-Thousand\449\R\S5449R00.jpg,449
D:/study/iris/CASIA-Iris-Thousand\293\L\S5293L04.jpg,293
D:/study/iris/CASIA-Iris-Thousand\660\R\S5660R03.jpg,660
D:/study/iris/CASIA-Iris-Thousand\971\R\S5971R06.jpg,971
D:/study/iris/CASIA-Iris-Thousand\956\L\S5956L04.jpg,956
D:/study/iris/CASIA-Iris-Thousand\381\L\S5381L06.jpg,381
D:/study/iris/CASIA-Iris-Thousand\450\R\S5450R08.jpg,450
D:/study/iris/CASIA-Iris-Thousand\122\R\S5122R00.jpg,122
D:/study/iris/CASIA-Iris-Thousand\652\R\S5652R05.jpg,652
D:/study/iris/CASIA-Iris-Thousand\556\R\S5556R08.jpg,556
D:/study/iris/CASIA-Iris-Thousand\336\L\S5336L09.jpg,336
D:/study/iris/CASIA-Iris-Thousand\886\R\S5886R06.jpg,886
D:/study/iris/CASIA-Iris-Thousand\738\R\S5738R08.jpg,738
D:/study/iris/CASIA-Iris-Thousand\424\R\S5424R01.jpg,424
D:/study/iris/CASIA-Iris-Thousand\094\R\S5094R00.jpg,94
D:/study/iris/CASIA-Iris-Thousand\739\R\S5739R02.jpg,739
D:/study/iris/CASIA-Iris-Thousand\525\L\S5525L06.jpg,525
D:/study/iris/CASIA-Iris-Thousand\716\R\S5716R07.jpg,716
D:/study/iris/CASIA-Iris-Thousand\139\R\S5139R02.jpg,139
D:/study/iris/CASIA-Iris-Thousand\763\L\S5763L09.jpg,763
D:/study/iris/CASIA-Iris-Thousand\671\R\S5671R00.jpg,671
D:/study/iris/CASIA-Iris-Thousand\910\L\S5910L00.jpg,910
D:/study/iris/CASIA-Iris-Thousand\689\R\S5689R00.jpg,689
D:/study/iris/CASIA-Iris-Thousand\943\L\S5943L09.jpg,943
D:/study/iris/CASIA-Iris-Thousand\234\L\S5234L03.jpg,234
D:/study/iris/CASIA-Iris-Thousand\148\L\S5148L04.jpg,148
D:/study/iris/CASIA-Iris-Thousand\954\R\S5954R07.jpg,954
D:/study/iris/CASIA-Iris-Thousand\639\L\S5639L00.jpg,639
D:/study/iris/CASIA-Iris-Thousand\574\L\S5574L07.jpg,574
D:/study/iris/CASIA-Iris-Thousand\995\L\S5995L02.jpg,995
D:/study/iris/CASIA-Iris-Thousand\196\R\S5196R06.jpg,196
D:/study/iris/CASIA-Iris-Thousand\717\L\S5717L08.jpg,717
D:/study/iris/CASIA-Iris-Thousand\160\R\S5160R09.jpg,160
D:/study/iris/CASIA-Iris-Thousand\550\L\S5550L01.jpg,550
D:/study/iris/CASIA-Iris-Thousand\971\L\S5971L08.jpg,971
D:/study/iris/CASIA-Iris-Thousand\630\L\S5630L04.jpg,630
D:/study/iris/CASIA-Iris-Thousand\770\L\S5770L09.jpg,770
D:/study/iris/CASIA-Iris-Thousand\090\R\S5090R02.jpg,90
D:/study/iris/CASIA-Iris-Thousand\252\R\S5252R03.jpg,252
D:/study/iris/CASIA-Iris-Thousand\308\R\S5308R07.jpg,308
D:/study/iris/CASIA-Iris-Thousand\588\R\S5588R05.jpg,588
D:/study/iris/CASIA-Iris-Thousand\155\L\S5155L08.jpg,155
D:/study/iris/CASIA-Iris-Thousand\331\R\S5331R05.jpg,331
D:/study/iris/CASIA-Iris-Thousand\926\R\S5926R01.jpg,926
D:/study/iris/CASIA-Iris-Thousand\052\R\S5052R06.jpg,52
D:/study/iris/CASIA-Iris-Thousand\857\L\S5857L05.jpg,857
D:/study/iris/CASIA-Iris-Thousand\864\L\S5864L08.jpg,864
D:/study/iris/CASIA-Iris-Thousand\953\L\S5953L00.jpg,953
D:/study/iris/CASIA-Iris-Thousand\070\L\S5070L09.jpg,70
D:/study/iris/CASIA-Iris-Thousand\307\R\S5307R01.jpg,307
D:/study/iris/CASIA-Iris-Thousand\333\L\S5333L07.jpg,333
D:/study/iris/CASIA-Iris-Thousand\307\L\S5307L00.jpg,307
D:/study/iris/CASIA-Iris-Thousand\831\L\S5831L06.jpg,831
D:/study/iris/CASIA-Iris-Thousand\875\R\S5875R00.jpg,875
D:/study/iris/CASIA-Iris-Thousand\101\L\S5101L01.jpg,101
D:/study/iris/CASIA-Iris-Thousand\057\L\S5057L05.jpg,57
D:/study/iris/CASIA-Iris-Thousand\976\L\S5976L01.jpg,976
D:/study/iris/CASIA-Iris-Thousand\948\L\S5948L04.jpg,948
D:/study/iris/CASIA-Iris-Thousand\449\L\S5449L06.jpg,449
D:/study/iris/CASIA-Iris-Thousand\370\L\S5370L03.jpg,370
D:/study/iris/CASIA-Iris-Thousand\427\R\S5427R02.jpg,427
D:/study/iris/CASIA-Iris-Thousand\212\R\S5212R06.jpg,212
D:/study/iris/CASIA-Iris-Thousand\927\R\S5927R05.jpg,927
D:/study/iris/CASIA-Iris-Thousand\061\L\S5061L09.jpg,61
D:/study/iris/CASIA-Iris-Thousand\353\R\S5353R05.jpg,353
D:/study/iris/CASIA-Iris-Thousand\788\L\S5788L07.jpg,788
D:/study/iris/CASIA-Iris-Thousand\228\R\S5228R03.jpg,228
D:/study/iris/CASIA-Iris-Thousand\372\L\S5372L09.jpg,372
D:/study/iris/CASIA-Iris-Thousand\662\L\S5662L09.jpg,662
D:/study/iris/CASIA-Iris-Thousand\179\R\S5179R06.jpg,179
D:/study/iris/CASIA-Iris-Thousand\606\L\S5606L03.jpg,606
D:/study/iris/CASIA-Iris-Thousand\843\R\S5843R03.jpg,843
D:/study/iris/CASIA-Iris-Thousand\516\R\S5516R00.jpg,516
D:/study/iris/CASIA-Iris-Thousand\095\L\S5095L06.jpg,95
D:/study/iris/CASIA-Iris-Thousand\976\L\S5976L03.jpg,976
D:/study/iris/CASIA-Iris-Thousand\480\R\S5480R03.jpg,480
D:/study/iris/CASIA-Iris-Thousand\155\L\S5155L01.jpg,155
D:/study/iris/CASIA-Iris-Thousand\750\L\S5750L04.jpg,750
D:/study/iris/CASIA-Iris-Thousand\344\L\S5344L02.jpg,344
D:/study/iris/CASIA-Iris-Thousand\517\R\S5517R07.jpg,517
D:/study/iris/CASIA-Iris-Thousand\852\R\S5852R08.jpg,852
D:/study/iris/CASIA-Iris-Thousand\787\R\S5787R09.jpg,787
D:/study/iris/CASIA-Iris-Thousand\591\R\S5591R03.jpg,591
D:/study/iris/CASIA-Iris-Thousand\888\L\S5888L08.jpg,888
D:/study/iris/CASIA-Iris-Thousand\244\L\S5244L09.jpg,244
D:/study/iris/CASIA-Iris-Thousand\492\L\S5492L00.jpg,492
D:/study/iris/CASIA-Iris-Thousand\208\L\S5208L05.jpg,208
D:/study/iris/CASIA-Iris-Thousand\374\R\S5374R01.jpg,374
D:/study/iris/CASIA-Iris-Thousand\812\R\S5812R05.jpg,812
D:/study/iris/CASIA-Iris-Thousand\317\R\S5317R01.jpg,317
D:/study/iris/CASIA-Iris-Thousand\078\R\S5078R03.jpg,78
D:/study/iris/CASIA-Iris-Thousand\939\L\S5939L05.jpg,939
D:/study/iris/CASIA-Iris-Thousand\169\R\S5169R02.jpg,169
D:/study/iris/CASIA-Iris-Thousand\030\R\S5030R09.jpg,30
D:/study/iris/CASIA-Iris-Thousand\916\R\S5916R03.jpg,916
D:/study/iris/CASIA-Iris-Thousand\933\L\S5933L09.jpg,933
D:/study/iris/CASIA-Iris-Thousand\195\L\S5195L08.jpg,195
D:/study/iris/CASIA-Iris-Thousand\923\L\S5923L01.jpg,923
D:/study/iris/CASIA-Iris-Thousand\754\L\S5754L08.jpg,754
D:/study/iris/CASIA-Iris-Thousand\227\R\S5227R05.jpg,227
D:/study/iris/CASIA-Iris-Thousand\127\R\S5127R02.jpg,127
D:/study/iris/CASIA-Iris-Thousand\930\R\S5930R01.jpg,930
D:/study/iris/CASIA-Iris-Thousand\235\L\S5235L02.jpg,235
D:/study/iris/CASIA-Iris-Thousand\931\L\S5931L05.jpg,931
D:/study/iris/CASIA-Iris-Thousand\143\L\S5143L00.jpg,143
D:/study/iris/CASIA-Iris-Thousand\693\R\S5693R09.jpg,693
D:/study/iris/CASIA-Iris-Thousand\267\R\S5267R03.jpg,267
D:/study/iris/CASIA-Iris-Thousand\440\L\S5440L04.jpg,440
D:/study/iris/CASIA-Iris-Thousand\781\L\S5781L03.jpg,781
D:/study/iris/CASIA-Iris-Thousand\504\R\S5504R08.jpg,504
D:/study/iris/CASIA-Iris-Thousand\278\L\S5278L04.jpg,278
D:/study/iris/CASIA-Iris-Thousand\260\L\S5260L06.jpg,260
D:/study/iris/CASIA-Iris-Thousand\033\R\S5033R09.jpg,33
D:/study/iris/CASIA-Iris-Thousand\899\R\S5899R08.jpg,899
D:/study/iris/CASIA-Iris-Thousand\948\L\S5948L06.jpg,948
D:/study/iris/CASIA-Iris-Thousand\575\R\S5575R08.jpg,575
D:/study/iris/CASIA-Iris-Thousand\475\R\S5475R04.jpg,475
D:/study/iris/CASIA-Iris-Thousand\572\L\S5572L04.jpg,572
D:/study/iris/CASIA-Iris-Thousand\484\L\S5484L01.jpg,484
D:/study/iris/CASIA-Iris-Thousand\559\R\S5559R08.jpg,559
D:/study/iris/CASIA-Iris-Thousand\371\R\S5371R06.jpg,371
D:/study/iris/CASIA-Iris-Thousand\101\L\S5101L08.jpg,101
D:/study/iris/CASIA-Iris-Thousand\161\L\S5161L02.jpg,161
D:/study/iris/CASIA-Iris-Thousand\628\L\S5628L05.jpg,628
D:/study/iris/CASIA-Iris-Thousand\874\R\S5874R01.jpg,874
D:/study/iris/CASIA-Iris-Thousand\990\R\S5990R07.jpg,990
D:/study/iris/CASIA-Iris-Thousand\606\R\S5606R03.jpg,606
D:/study/iris/CASIA-Iris-Thousand\361\R\S5361R06.jpg,361
D:/study/iris/CASIA-Iris-Thousand\480\L\S5480L06.jpg,480
D:/study/iris/CASIA-Iris-Thousand\530\R\S5530R04.jpg,530
D:/study/iris/CASIA-Iris-Thousand\502\R\S5502R02.jpg,502
D:/study/iris/CASIA-Iris-Thousand\489\R\S5489R06.jpg,489
D:/study/iris/CASIA-Iris-Thousand\363\R\S5363R02.jpg,363
D:/study/iris/CASIA-Iris-Thousand\640\R\S5640R02.jpg,640
D:/study/iris/CASIA-Iris-Thousand\399\R\S5399R06.jpg,399
D:/study/iris/CASIA-Iris-Thousand\328\R\S5328R00.jpg,328
